,Unnamed: 0,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,24_moving_avg_previous,24_moving_avg_current,DELTA_MOVING_AVG,DELTA_MOVING_AVG_%_Change,LAT,LONG
137,4901,61785,4952,10309,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,584436.0,588676.0,591252.0,592772.0,593714.0,595183.0,597081.0,601079.0,603828.0,606382.0,606554.0,606662.0,604249.0,602569.0,601104.0,601106.0,601116.0,601346.0,601437.0,600028.0,598973.0,597817.0,597927.0,598010.0,599379.0,598887.5416666665,599510.1666666665,622.625,0.1039635919403622,40.5217455,-74.2000938522006
138,4906,61827,4957,10512,Zip,NY,NY,Lake Carmel,New York-Newark-Jersey City,Putnam County,300902.0,302762.0,303829.0,305864.0,306445.0,307042.0,307357.0,308416.0,309222.0,310162.0,310709.0,310851.0,312102.0,312856.0,315013.0,316000.0,317793.0,319268.0,320790.0,321423.0,321709.0,321545.0,321564.0,322097.0,322096.0,312738.375,313621.45833333326,883.0833333333139,0.2823712738589608,41.4614825,-73.6709626
139,4912,61902,4963,10708,Zip,NY,NY,Eastchester,New York-Newark-Jersey City,Westchester County,776403.0,775920.0,771938.0,763819.0,758482.0,753507.0,751511.0,749978.0,750530.0,748510.0,750020.0,747502.0,747036.0,745633.0,747740.0,750240.0,750932.0,751390.0,750159.0,749087.0,746462.0,746211.0,742375.0,740171.0,735888.0,752731.5,751043.375,-1688.125,-0.22426655454169248,40.9610563,-73.8064739
140,5030,61939,5082,10952,Zip,NY,NY,Ramapo,New York-Newark-Jersey City,Rockland County,662872.0,665056.0,665818.0,668007.0,670476.0,673170.0,673278.0,674842.0,674496.0,675096.0,675631.0,675260.0,674706.0,672493.0,671515.0,669029.0,666578.0,664298.0,663377.0,661822.0,659930.0,657692.0,655200.0,653985.0,652436.0,667692.7916666665,667257.9583333335,-434.83333333325567,-0.06512476078225184,41.1412003,-74.1685
141,5058,61865,5109,10566,Zip,NY,NY,Peekskill,New York-Newark-Jersey City,Westchester County,330482.0,329519.0,327554.0,325245.0,324878.0,324278.0,324563.0,325970.0,328918.0,330135.0,329413.0,327259.0,327203.0,329401.0,331039.0,333077.0,334745.0,336864.0,337646.0,337265.0,336957.0,338886.0,341433.0,344590.0,346418.0,331555.0,332219.0,664.0,0.2002684320851744,41.289811,-73.9204922
142,5078,62098,5130,11412,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,476617.0,479299.0,482413.0,486204.0,490427.0,494923.0,498937.0,502517.0,505972.0,510113.0,511972.0,513337.0,514852.0,516691.0,518014.0,517938.0,517870.0,518364.0,518626.0,518634.0,518687.0,518185.0,519205.0,520218.0,520805.0,507083.95833333326,508925.125,1841.166666666686,0.3630891169813716,40.697868707495786,-73.75810015035499
143,5081,62073,5133,11361,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,797195.0,803571.0,807952.0,812441.0,816922.0,820715.0,825169.0,827454.0,830476.0,831911.0,832134.0,831251.0,830562.0,828835.0,828076.0,825613.0,823024.0,819833.0,815499.0,812093.0,808326.0,805792.0,803102.0,800430.0,796729.0,818265.6666666665,818246.25,-19.41666666662786,-0.002372904969326734,40.7633449,-73.7718906
144,5157,61811,5209,10471,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,320624.0,321826.0,323998.0,325928.0,328235.0,330917.0,333966.0,337356.0,340972.0,344670.0,349751.0,356073.0,360616.0,363314.0,364077.0,365683.0,366490.0,366420.0,365450.0,363607.0,360910.0,357381.0,352353.0,345915.0,339410.0,347772.16666666674,348554.91666666674,782.75,0.22507551639411436,40.9058152,-73.9058006
145,5337,62089,5391,11378,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,705086.0,710341.0,715946.0,721326.0,724856.0,728480.0,730737.0,731572.0,733765.0,735848.0,736473.0,735569.0,735955.0,736353.0,736114.0,734384.0,734656.0,734641.0,734694.0,734048.0,733289.0,733403.0,735030.0,736961.0,736584.0,730396.9583333335,731709.375,1312.4166666666279,0.1796853959607642,40.727128,-73.9181946
146,5360,62107,5414,11421,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,549386.0,557960.0,564212.0,568987.0,572868.0,575348.0,578199.0,578952.0,581283.0,582988.0,584470.0,583465.0,582161.0,581328.0,581706.0,581221.0,580585.0,580430.0,580117.0,580886.0,580834.0,581526.0,582732.0,584405.0,584603.0,577335.375,578802.75,1467.375,0.25416336215323715,40.69104415267332,-73.85777812171078
147,5372,61910,5426,10901,Zip,NY,NY,Ramapo,New York-Newark-Jersey City,Rockland County,463581.0,465206.0,466857.0,468106.0,468904.0,467914.0,466662.0,465269.0,464954.0,464740.0,465831.0,465713.0,465383.0,464789.0,463874.0,463060.0,462035.0,462249.0,462142.0,461644.0,459654.0,457735.0,455311.0,453724.0,451660.0,463555.70833333326,463059.0,-496.70833333331393,-0.10715181032268538,41.1412003,-74.1685
148,5483,62105,5538,11419,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,527336.0,534407.0,539221.0,544397.0,546075.0,548805.0,551839.0,552547.0,553838.0,556556.0,560870.0,564607.0,567017.0,567741.0,569988.0,571339.0,573385.0,574820.0,574960.0,575992.0,576025.0,575907.0,575433.0,575230.0,574580.0,560763.9583333335,562732.4583333335,1968.5,0.3510389658156079,40.68820541834551,-73.82340780389612
149,5522,61881,5579,10591,Zip,NY,NY,Tarrytown,New York-Newark-Jersey City,Westchester County,662450.0,662650.0,662606.0,661964.0,659171.0,656297.0,655427.0,656262.0,659607.0,657773.0,658975.0,655109.0,656644.0,655328.0,656203.0,656678.0,658831.0,660458.0,661531.0,661358.0,660504.0,661975.0,661202.0,662879.0,662608.0,659245.0833333335,659251.6666666665,6.583333333255722,0.0009986169786763506,41.0762077,-73.8587461
150,5532,62119,5589,11433,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,469141.0,473469.0,477820.0,482949.0,488646.0,494068.0,497662.0,497788.0,498471.0,499559.0,501657.0,501753.0,501294.0,500314.0,499483.0,497268.0,494971.0,493735.0,493025.0,493769.0,494288.0,495074.0,496043.0,497826.0,499640.0,493336.375,494607.16666666674,1270.7916666666858,0.25759131721570017,40.6976822,-73.7994609
151,5618,62072,5676,11360,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,498352.0,503200.0,507704.0,511245.0,514400.0,515987.0,518004.0,518895.0,521676.0,523066.0,523918.0,524097.0,524404.0,523374.0,521677.0,519704.0,518109.0,517073.0,515895.0,514982.0,513265.0,512835.0,512380.0,511856.0,510205.0,516087.41666666674,516581.29166666674,493.875,0.09569599723819397,40.779891675800855,-73.78225831376501
152,5678,61784,5735,10308,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,548325.0,551670.0,553753.0,553628.0,553679.0,553019.0,553539.0,555337.0,557613.0,558888.0,559218.0,558471.0,555800.0,554325.0,553549.0,554677.0,555508.0,556797.0,557352.0,556326.0,554479.0,553340.0,552412.0,552254.0,552586.0,554748.2916666665,554925.8333333335,177.54166666674428,0.03200400421844369,,
153,5685,61859,5743,10552,Zip,NY,NY,Mount Vernon,New York-Newark-Jersey City,Westchester County,502612.0,505782.0,511621.0,514343.0,515365.0,511855.0,512557.0,513366.0,516624.0,517911.0,522893.0,525892.0,527890.0,527667.0,526570.0,526603.0,528407.0,532836.0,533005.0,531856.0,528490.0,528990.0,526477.0,524827.0,522556.0,521434.95833333326,522265.95833333326,831.0,0.15936791093871647,40.9125815,-73.8370786
154,5698,62104,5756,11418,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,558573.0,565163.0,569803.0,575203.0,580243.0,585101.0,588329.0,589597.0,593023.0,596557.0,599002.0,599170.0,599271.0,599415.0,600668.0,599772.0,598573.0,597085.0,596409.0,597006.0,596262.0,595466.0,594382.0,593902.0,591877.0,590332.2916666665,591719.9583333335,1387.6666666667443,0.2350653498471155,40.697776845608736,-73.8346604772285
155,5699,61849,5757,10541,Zip,NY,NY,Town Of Carmel,New York-Newark-Jersey City,Putnam County,386693.0,388894.0,390348.0,393168.0,394087.0,394848.0,394683.0,395682.0,396447.0,397482.0,397670.0,396896.0,397375.0,397427.0,399042.0,399439.0,401090.0,402538.0,404351.0,404930.0,405406.0,405478.0,406380.0,408175.0,409692.0,398272.04166666674,399230.33333333326,958.291666666628,0.2406123368982724,41.3898535,-73.72543002814481
156,5713,62101,5769,11415,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,279957.0,285628.0,291611.0,293147.0,297260.0,298442.0,299858.0,296602.0,296142.0,297782.0,299558.0,301329.0,301060.0,301477.0,301058.0,300516.0,298118.0,296867.0,295599.0,296251.0,295963.0,294373.0,293079.0,291133.0,288635.0,295950.41666666674,296312.0,361.58333333331393,0.12217699755448246,40.706719811121765,-73.83069964184213
157,5716,61941,5773,10954,Zip,NY,NY,Town Of Clarkstown,New York-Newark-Jersey City,Rockland County,388074.0,389172.0,391187.0,393370.0,396305.0,397647.0,397727.0,398722.0,399691.0,400819.0,401929.0,402736.0,403353.0,403787.0,403206.0,402356.0,400767.0,400040.0,399946.0,399370.0,398354.0,397654.0,396871.0,396355.0,395342.0,398309.91666666674,398612.75,302.83333333331393,0.07602957412349486,41.1318755,-73.9572107817587
158,5970,61976,6030,11001,Zip,NY,NY,Floral Park,New York-Newark-Jersey City,Nassau County,615358.0,619882.0,621925.0,623401.0,623927.0,625845.0,629487.0,632554.0,634501.0,635216.0,635926.0,636652.0,636475.0,636320.0,636882.0,637179.0,637841.0,638191.0,637693.0,637319.0,637688.0,638336.0,638334.0,637650.0,637087.0,632690.9166666665,633596.2916666665,905.375,0.1430990988095688,40.7246435,-73.7062596
159,6129,61983,6192,11021,Zip,NY,NY,Great Neck,New York-Newark-Jersey City,Nassau County,1163764.0,1167258.0,1170986.0,1176272.0,1180444.0,1182487.0,1185946.0,1188937.0,1191748.0,1190555.0,1187538.0,1184433.0,1181101.0,1177535.0,1171686.0,1163043.0,1154946.0,1148357.0,1143425.0,1138692.0,1134528.0,1130315.0,1126491.0,1121120.0,1116339.0,1165066.958333333,1163090.916666667,-1976.0416666665114,-0.16960756225490287,40.7867129,-73.7278162
160,6196,62109,6259,11423,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,533717.0,539600.0,545030.0,550694.0,555222.0,560582.0,565453.0,568222.0,571216.0,575718.0,580710.0,583077.0,585050.0,586244.0,587596.0,587246.0,588097.0,588754.0,588715.0,589395.0,589992.0,590314.0,590023.0,590108.0,589338.0,574615.625,576933.1666666665,2317.5416666666283,0.40332033551413227,40.7102653,-73.7723567
161,6297,61969,6361,10990,Zip,NY,NY,Town of Warwick,New York-Newark-Jersey City,Orange County,322645.0,323757.0,326392.0,329918.0,334090.0,336699.0,339577.0,340994.0,342407.0,343063.0,344032.0,345393.0,347900.0,350116.0,351295.0,351665.0,352029.0,352826.0,353229.0,354676.0,355981.0,357505.0,358382.0,358824.0,358272.0,344724.79166666674,346209.25,1484.458333333314,0.4306212866664717,41.2456295,-74.35010625650945
162,6371,62081,6436,11369,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,642354.0,650528.0,657897.0,661620.0,664252.0,666659.0,671037.0,673782.0,676613.0,678432.0,678349.0,678614.0,678803.0,678559.0,678035.0,678532.0,680501.0,682040.0,682211.0,682490.0,684057.0,686623.0,690905.0,693922.0,696003.0,674867.2916666665,677102.6666666665,2235.375,0.3312317884719929,40.76249805409963,-73.87279707113684
163,6378,61786,6442,10310,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,516043.0,523060.0,527631.0,530040.0,529723.0,529974.0,529263.0,530352.0,532814.0,537215.0,540080.0,539452.0,534647.0,530533.0,527860.0,527197.0,527575.0,527651.0,528402.0,528401.0,527845.0,525754.0,523608.0,522897.0,523832.0,529084.0416666665,529408.5833333335,324.54166666674433,0.0613402864400155,,
164,6416,61779,6481,10303,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,371671.0,374826.0,376951.0,377026.0,378521.0,380641.0,383715.0,386660.0,388884.0,389906.0,390276.0,390264.0,388844.0,387617.0,386340.0,386779.0,386377.0,385702.0,384270.0,382793.0,381895.0,381108.0,380512.0,379675.0,379743.0,383385.54166666674,383721.875,336.33333333331393,0.08772718237396074,,
165,6422,61891,6487,10605,Zip,NY,NY,White Plains,New York-Newark-Jersey City,Westchester County,716251.0,712188.0,706911.0,698627.0,695825.0,693275.0,692637.0,693676.0,695256.0,693878.0,691987.0,686489.0,684151.0,685437.0,689586.0,693043.0,693497.0,694117.0,694008.0,692789.0,691387.0,691440.0,693168.0,696550.0,698562.0,694840.5416666665,694103.5,-737.0416666666279,-0.1060734977983202,41.0339862,-73.7629097
166,6438,62049,6502,11239,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,498455.0,497531.0,494704.0,494800.0,497409.0,502088.0,501357.0,501290.0,501947.0,506169.0,507992.0,509319.0,512389.0,519758.0,526199.0,530310.0,532187.0,533624.0,539848.0,544512.0,548518.0,549732.0,554718.0,559852.0,564617.0,519362.83333333326,522119.58333333326,2756.75,0.5307946243104933,40.64935887567822,-73.88287284578612
167,6441,61851,6507,10543,Zip,NY,NY,Town of Mamaroneck,New York-Newark-Jersey City,Westchester County,814329.0,810456.0,804733.0,799476.0,795907.0,792564.0,790553.0,790499.0,791685.0,790070.0,788279.0,781748.0,779316.0,777013.0,778406.0,779220.0,780084.0,781358.0,781901.0,781007.0,780044.0,781045.0,782648.0,787553.0,792035.0,788328.9166666665,787400.0,-928.916666666628,-0.117833641139845,40.942791,-73.7410051
168,6503,62108,6570,11422,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,480490.0,484669.0,488438.0,492321.0,495997.0,499101.0,502616.0,504408.0,507130.0,511142.0,516147.0,519727.0,521530.0,521330.0,521509.0,521511.0,521325.0,521978.0,521795.0,521981.0,521599.0,520975.0,520810.0,521124.0,522098.0,510818.875,512552.54166666674,1733.666666666686,0.3393897037705755,40.6693145,-73.8452872
169,6518,61897,6585,10703,Zip,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,454506.0,454686.0,454947.0,453814.0,453273.0,452189.0,451796.0,451985.0,452623.0,451649.0,451217.0,449483.0,450940.0,452890.0,456114.0,458631.0,461310.0,464290.0,466944.0,468214.0,469357.0,471281.0,473773.0,476981.0,478469.0,458453.875,459452.33333333326,998.458333333314,0.2177881762550952,40.956210589282726,-73.88138897652775
170,6540,62042,6606,11232,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,609506.0,606658.0,602417.0,598818.0,595670.0,597246.0,598491.0,600383.0,598907.0,601274.0,604115.0,608705.0,610039.0,611004.0,612930.0,615918.0,618025.0,615671.0,613943.0,611675.0,611957.0,610444.0,607151.0,602169.0,598771.0,606796.5,606349.2083333335,-447.291666666628,-0.07371362007965239,40.7292689,-73.9606938
171,6567,61981,6635,11010,Zip,NY,NY,Franklin Square,New York-Newark-Jersey City,Nassau County,511392.0,515554.0,519222.0,522337.0,524215.0,526289.0,528384.0,533179.0,536132.0,539066.0,540055.0,541849.0,542698.0,543738.0,544201.0,544112.0,544464.0,544842.0,545471.0,544076.0,544176.0,544123.0,545107.0,544897.0,544744.0,536232.4583333335,537622.125,1389.666666666628,0.2591537765143605,40.7005365,-73.67626990577244
172,6738,61824,6806,10509,Zip,NY,NY,Town Of Southeast,New York-Newark-Jersey City,Putnam County,336880.0,337419.0,338076.0,340784.0,341992.0,342969.0,343162.0,344101.0,343679.0,343462.0,343520.0,344175.0,346497.0,347790.0,350290.0,351264.0,352848.0,354053.0,355201.0,355392.0,356096.0,356315.0,356789.0,357262.0,357257.0,347500.66666666674,348349.70833333326,849.0416666666279,0.24432806843534915,41.4014835,-73.59909315818831
173,6758,61909,6826,10805,Zip,NY,NY,New Rochelle,New York-Newark-Jersey City,Westchester County,522271.0,531776.0,541712.0,546152.0,547259.0,543978.0,544104.0,545731.0,547379.0,547042.0,545926.0,546366.0,548264.0,549944.0,549605.0,548077.0,549342.0,553524.0,556694.0,558934.0,560433.0,564103.0,570145.0,575840.0,578272.0,549775.0416666665,552108.4166666665,2333.375,0.42442359568129423,40.9002483,-73.7851714
174,6773,62103,6841,11417,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,529046.0,534348.0,539208.0,544422.0,550340.0,554505.0,557672.0,558023.0,559222.0,562287.0,565506.0,568927.0,570450.0,571518.0,573065.0,573111.0,572506.0,572619.0,572615.0,573738.0,574001.0,573841.0,574004.0,573727.0,572830.0,562445.875,564270.2083333335,1824.333333333372,0.3243571362903803,40.677467050042736,-73.84423817702168
175,6818,62113,6886,11427,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,543917.0,549859.0,555748.0,562640.0,568741.0,573905.0,578065.0,580265.0,582840.0,585408.0,587752.0,588936.0,590066.0,590599.0,590733.0,589487.0,589176.0,589579.0,589992.0,590919.0,591649.0,592915.0,594432.0,596048.0,596627.0,581402.9583333335,583599.2083333335,2196.25,0.3777500558813519,40.72818076520639,-73.74866667078092
176,6850,61889,6916,10603,Zip,NY,NY,Town Of Greenburgh,New York-Newark-Jersey City,Westchester County,545497.0,542370.0,540110.0,536180.0,534423.0,531509.0,529989.0,529946.0,531620.0,530682.0,528985.0,524868.0,525459.0,529134.0,532948.0,535474.0,536760.0,539356.0,541411.0,542605.0,542742.0,544046.0,546112.0,550089.0,551509.0,536346.4583333335,536596.9583333335,250.5,0.046704885640228656,41.030934849999994,-73.83917249876262
177,7221,61847,7295,10538,Zip,NY,NY,Larchmont,New York-Newark-Jersey City,Westchester County,1207975.0,1203200.0,1192402.0,1180198.0,1173228.0,1167347.0,1164224.0,1159133.0,1156707.0,1148775.0,1145495.0,1135243.0,1130938.0,1125281.0,1126367.0,1127354.0,1127083.0,1126771.0,1125697.0,1123399.0,1121064.0,1121427.0,1120657.0,1122996.0,1123597.0,1147206.708333333,1143690.958333333,-3515.75,-0.3064617714019208,40.9345412,-73.7583563
178,7250,62082,7324,11370,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,658343.0,665545.0,672535.0,678473.0,682898.0,686804.0,690033.0,692095.0,693917.0,695570.0,695501.0,696143.0,696556.0,695993.0,695960.0,694918.0,694491.0,694113.0,694252.0,694005.0,694163.0,693861.0,695501.0,697251.0,698372.0,689538.375,691206.25,1667.875,0.24188283937061514,40.76238185490281,-73.89054561985387
179,7326,61866,7401,10567,Zip,NY,NY,Cortlandt Manor,New York-Newark-Jersey City,Westchester County,441070.0,441280.0,440191.0,438455.0,436982.0,435082.0,434709.0,435718.0,438530.0,439398.0,441707.0,441040.0,441489.0,440503.0,441116.0,442326.0,443951.0,445569.0,446295.0,445485.0,443891.0,443226.0,441486.0,440850.0,440204.0,440847.875,440811.79166666674,-36.08333333331393,-0.008184985202279569,41.2486935,-73.90858593483966
180,7396,61875,7473,10580,Zip,NY,NY,Rye,New York-Newark-Jersey City,Westchester County,1873987.0,1857380.0,1838010.0,1816972.0,1810861.0,1802967.0,1797458.0,1792603.0,1792135.0,1785990.0,1778151.0,1763207.0,1755869.0,1755022.0,1756633.0,1758453.0,1755452.0,1754195.0,1751281.0,1745759.0,1740349.0,1735894.0,1729909.0,1725493.0,1718955.0,1778084.583333333,1771624.916666667,-6459.666666666511,-0.3632935534797072,40.9808209,-73.684294
181,7417,61632,7494,10018,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1093369.0,1099987.0,1092646.0,1093347.0,1089380.0,1090985.0,1099303.0,1106465.0,1114319.0,1097272.0,1077082.0,1056975.0,1045980.0,1045876.0,1047834.0,1046759.0,1044628.0,1039522.0,1030993.0,1023407.0,1013832.0,1014848.0,1020959.0,1022180.0,1019983.0,1062831.166666667,1059773.416666667,-3057.75,-0.2876985636006471,40.7602435,-74.0028752
182,7474,61945,7552,10960,Zip,NY,NY,Orangetown,New York-Newark-Jersey City,Rockland County,523403.0,525134.0,528455.0,531242.0,534868.0,537215.0,537164.0,539801.0,541780.0,543639.0,545754.0,546009.0,545124.0,541445.0,537366.0,534717.0,532244.0,530173.0,529352.0,526837.0,524446.0,522824.0,521604.0,522653.0,524224.0,533468.7083333335,533502.9166666665,34.20833333325572,0.006412434843672393,41.09312383171675,-73.92453769540373
183,7512,61856,7590,10549,Zip,NY,NY,Mount Kisco,New York-Newark-Jersey City,Westchester County,657785.0,652989.0,647194.0,638224.0,634823.0,631918.0,631011.0,629874.0,630000.0,626658.0,623633.0,618225.0,616583.0,618861.0,622394.0,625885.0,626963.0,627688.0,627111.0,625655.0,624390.0,625028.0,626219.0,628110.0,628489.0,629884.2083333335,628663.5416666665,-1220.6666666667445,-0.19379223205112805,41.2042616,-73.7270761
184,7528,61990,7605,11030,Zip,NY,NY,Manhasset,New York-Newark-Jersey City,Nassau County,1592625.0,1593725.0,1598662.0,1599962.0,1598342.0,1594727.0,1596343.0,1602065.0,1602808.0,1601244.0,1598536.0,1599947.0,1598061.0,1594666.0,1587440.0,1582060.0,1576276.0,1572752.0,1567139.0,1559966.0,1556350.0,1553133.0,1550812.0,1546825.0,1544426.0,1584352.75,1582344.458333333,-2008.2916666667443,-0.12675786163572125,40.7978787,-73.6995749
185,7554,62068,7633,11356,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,734065.0,741590.0,747607.0,753090.0,757204.0,761074.0,763661.0,765286.0,766999.0,768670.0,767749.0,766362.0,764437.0,761260.0,757419.0,753109.0,749972.0,746722.0,743214.0,739755.0,735652.0,732438.0,730001.0,727545.0,724114.0,751453.375,751038.75,-414.625,-0.05517641064557066,40.7856727,-73.8550795
186,7632,61619,7711,10005,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1288954.0,1287602.0,1276305.0,1267898.0,1262879.0,1259928.0,1260460.0,1254938.0,1250497.0,1241357.0,1232980.0,1221488.0,1214358.0,1207679.0,1204242.0,1200057.0,1194020.0,1186719.0,1176995.0,1169425.0,1161101.0,1154865.0,1149198.0,1142841.0,1135730.0,1219449.416666667,1213065.083333333,-6384.333333333489,-0.5235422844175773,40.7056362,-74.0089003
187,7634,61841,7713,10530,Zip,NY,NY,Hartsdale,New York-Newark-Jersey City,Westchester County,595079.0,596462.0,598262.0,598228.0,596913.0,596324.0,597356.0,599368.0,601756.0,599661.0,598105.0,593871.0,593778.0,592407.0,592522.0,592027.0,593201.0,594391.0,594717.0,593535.0,592279.0,593734.0,595906.0,599597.0,600918.0,595811.625,596054.9166666665,243.29166666662783,0.04083365554786345,41.0130875,-73.80848138929805
188,7812,62115,7895,11429,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,481844.0,482381.0,484259.0,488910.0,493460.0,497570.0,500559.0,504118.0,506662.0,509472.0,510606.0,511218.0,513731.0,515990.0,518549.0,518674.0,518660.0,519213.0,520071.0,520038.0,521127.0,521650.0,523455.0,525487.0,526632.0,508654.33333333326,510520.5,1866.166666666686,0.3668830764572967,40.7090141234813,-73.73953788042552
189,7947,61892,8032,10606,Zip,NY,NY,White Plains,New York-Newark-Jersey City,Westchester County,615719.0,608564.0,601251.0,590900.0,586921.0,581930.0,578773.0,577595.0,578556.0,577197.0,575939.0,570596.0,569639.0,573074.0,578706.0,584068.0,586542.0,589615.0,591140.0,591611.0,591278.0,591699.0,592514.0,595601.0,596691.0,586642.8333333335,585850.0,-792.8333333333721,-0.1351475358231949,41.0321048,-73.7751675
190,7976,62074,8062,11362,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,626151.0,631995.0,635046.0,636895.0,639754.0,642251.0,645868.0,645784.0,646699.0,645849.0,646204.0,644538.0,643394.0,641444.0,641526.0,640835.0,639602.0,637972.0,635479.0,634395.0,633189.0,632612.0,631462.0,630640.0,628684.0,638732.6666666665,638838.2083333335,105.54166666674429,0.016523605598181026,40.7449445,-73.7331674
191,8034,62097,8120,11411,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,470251.0,473523.0,477840.0,484053.0,487927.0,491967.0,495466.0,500402.0,504072.0,507218.0,508187.0,508703.0,508668.0,507264.0,505646.0,503076.0,501873.0,501698.0,502474.0,502636.0,504007.0,505195.0,508421.0,511922.0,516664.0,498853.70833333326,500787.58333333326,1933.875,0.3876637514555245,40.694626330445885,-73.73667544625214
192,8054,61810,8141,10470,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,345308.0,347109.0,353060.0,354289.0,355347.0,354814.0,354072.0,352835.0,354263.0,354392.0,356039.0,360006.0,364744.0,370313.0,371882.0,375097.0,378266.0,381953.0,385196.0,389274.0,391715.0,395014.0,395933.0,395524.0,392578.0,368185.20833333326,370154.79166666674,1969.583333333372,0.5349436340066728,40.8573603,-73.9129881
193,8089,61949,8175,10965,Zip,NY,NY,Orangetown,New York-Newark-Jersey City,Rockland County,457092.0,458219.0,459976.0,460859.0,461459.0,461007.0,460163.0,460813.0,461288.0,461961.0,463527.0,465153.0,466484.0,466701.0,465977.0,465735.0,465256.0,465436.0,465245.0,463656.0,461260.0,459386.0,457424.0,455731.0,453481.0,462075.33333333326,461924.875,-150.4583333333139,-0.032561429377312344,41.0627996101757,-74.01683908217424
194,8111,62112,8198,11426,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,596530.0,600247.0,602709.0,606056.0,609334.0,613782.0,618039.0,621420.0,622759.0,624247.0,624355.0,624878.0,625295.0,626311.0,627655.0,627453.0,628083.0,628106.0,628124.0,627693.0,628140.0,628920.0,629949.0,630164.0,628987.0,620843.7083333335,622196.0833333335,1352.375,0.2178285745426133,40.73405446693082,-73.72143844584639
195,8157,61887,8243,10601,Zip,NY,NY,White Plains,New York-Newark-Jersey City,Westchester County,580798.0,573463.0,570012.0,564450.0,561562.0,555972.0,555303.0,556152.0,557819.0,557576.0,559263.0,565922.0,575586.0,586168.0,592911.0,598987.0,602158.0,609622.0,613061.0,614573.0,612802.0,609770.0,604013.0,595307.0,585772.0,582218.75,582426.0,207.25,0.035596586334603615,41.0339862,-73.7629097
196,8257,61778,8346,10302,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,443506.0,449027.0,453285.0,455549.0,455033.0,455849.0,458740.0,463071.0,467018.0,469501.0,471708.0,472911.0,470618.0,465938.0,461348.0,459295.0,458797.0,457932.0,456159.0,453902.0,451818.0,450690.0,448965.0,447795.0,448257.0,458268.95833333326,458466.91666666674,197.9583333333721,0.043196976302589146,,
197,8395,61935,8486,10941,Zip,NY,NY,Scotchtown,New York-Newark-Jersey City,Orange County,237833.0,238379.0,239659.0,242037.0,245320.0,247996.0,250753.0,253030.0,254924.0,256256.0,257075.0,258249.0,260226.0,262343.0,264211.0,265263.0,265871.0,266381.0,267206.0,268503.0,269895.0,271286.0,272786.0,274142.0,275309.0,257901.0,259462.5,1561.5,0.6054648876894622,41.4814827,-74.3601541
198,8461,62114,8554,11428,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,525734.0,532990.0,539935.0,546781.0,553095.0,557329.0,560444.0,560737.0,561110.0,562203.0,563908.0,565541.0,566740.0,568081.0,568439.0,567281.0,566275.0,566927.0,567033.0,568127.0,568840.0,569759.0,570296.0,569548.0,567301.0,560298.0416666665,562030.0,1731.958333333372,0.3091137581315609,40.721304215919545,-73.74251704276526
